geoid,name,estimate_population,estimate_coresident_grandparents_total,estimate_responsible_total,estimate_less_than_six_months,estimate_six_to_eleven_months,estimate_one_or_two_years,estimate_three_or_four_years,estimate_five_plus_years,estimate_not_responsible,moe_population,moe_coresident_grandparents_total,moe_responsible_total,moe_less_than_six_months,moe_six_to_eleven_months,moe_one_or_two_years,moe_three_or_four_years,moe_five_plus_years,moe_not_responsible,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status,pct_responsible,moe_ratio,moe_exceeds_estimate,high_moe_flag,severe_moe_flag,cv_responsible_percent,responsible_ci90_lower,responsible_ci90_upper,pct_responsible_moe,percent_responsible_grandparents_less_than_six_months,percent_responsible_grandparents_less_than_six_months_moe,percent_responsible_grandparents_six_to_eleven_months,percent_responsible_grandparents_six_to_eleven_months_moe,percent_responsible_grandparents_one_or_two_years,percent_responsible_grandparents_one_or_two_years_moe,percent_responsible_grandparents_three_or_four_years,percent_responsible_grandparents_three_or_four_years_moe,percent_responsible_grandparents_five_plus_years,percent_responsible_grandparents_five_plus_years_moe,pct_responsible_ci90_lower,pct_responsible_ci90_upper,pct_responsible_cv_percent,pct_responsible_exclusion,percent_responsible_grandparents_less_than_six_months_ci90_lower,percent_responsible_grandparents_less_than_six_months_ci90_upper,percent_responsible_grandparents_less_than_six_months_cv_percent,percent_responsible_grandparents_less_than_six_months_exclusion,percent_responsible_grandparents_six_to_eleven_months_ci90_lower,percent_responsible_grandparents_six_to_eleven_months_ci90_upper,percent_responsible_grandparents_six_to_eleven_months_cv_percent,percent_responsible_grandparents_six_to_eleven_months_exclusion,percent_responsible_grandparents_one_or_two_years_ci90_lower,percent_responsible_grandparents_one_or_two_years_ci90_upper,percent_responsible_grandparents_one_or_two_years_cv_percent,percent_responsible_grandparents_one_or_two_years_exclusion,percent_responsible_grandparents_three_or_four_years_ci90_lower,percent_responsible_grandparents_three_or_four_years_ci90_upper,percent_responsible_grandparents_three_or_four_years_cv_percent,percent_responsible_grandparents_three_or_four_years_exclusion,percent_responsible_grandparents_five_plus_years_ci90_lower,percent_responsible_grandparents_five_plus_years_ci90_upper,percent_responsible_grandparents_five_plus_years_cv_percent,percent_responsible_grandparents_five_plus_years_exclusion,acs_year,acs_period,acs_product,state_fips,caregivers_per_1000_population,caregivers_per_1000_population_moe,story_scale_exclusion,national_rank_caregiver_count,national_percentile_caregiver_count,national_decile_caregiver_count,eligible_n_caregiver_count,exclusion_reason_caregiver_count,national_rank_caregiving_percent,national_percentile_caregiving_percent,national_decile_caregiving_percent,eligible_n_caregiving_percent,exclusion_reason_caregiving_percent,national_rank_less_than_six_months,national_percentile_less_than_six_months,national_decile_less_than_six_months,eligible_n_less_than_six_months,exclusion_reason_less_than_six_months,national_rank_six_to_eleven_months,national_percentile_six_to_eleven_months,national_decile_six_to_eleven_months,eligible_n_six_to_eleven_months,exclusion_reason_six_to_eleven_months,national_rank_one_or_two_years,national_percentile_one_or_two_years,national_decile_one_or_two_years,eligible_n_one_or_two_years,exclusion_reason_one_or_two_years,national_rank_three_or_four_years,national_percentile_three_or_four_years,national_decile_three_or_four_years,eligible_n_three_or_four_years,exclusion_reason_three_or_four_years,national_rank_five_plus_years,national_percentile_five_plus_years,national_decile_five_plus_years,eligible_n_five_plus_years,exclusion_reason_five_plus_years,national_rank_story_scale_caregiving_percent,national_percentile_story_scale_caregiving_percent,national_decile_story_scale_caregiving_percent,eligible_n_story_scale_caregiving_percent,exclusion_reason_story_scale_caregiving_percent,rank_by_count
1375496,"Tarrytown town, Georgia",142,0,0,0,0,0,0,0,0,128,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,98.59154929577464,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1375580,"Tate City CDP, Georgia",0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,NA,NA,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1375692,"Tazewell CDP, Georgia",33,0,0,0,0,0,0,0,0,60,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,424.24242424242425,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1376112,"The Rock CDP, Georgia",109,0,0,0,0,0,0,0,0,114,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,128.44036697247708,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1377764,"Turin town, Georgia",742,2,0,0,0,0,0,0,2,540,4,14,14,14,14,14,14,4,0,0,Pass,2,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,18.867924528301888,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1378044,"Tyrone town, Georgia",7896,212,0,0,0,0,0,0,212,21,156,20,20,20,20,20,20,156,0,0,Pass,212,0,Pass,0,NA,TRUE,NA,NA,NA,0,20,9.433962264150944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.433962264150944,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,2.5329280648429586,Unavailable MOE or zero percentage,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Unavailable MOE or zero percentage,464
1378156,"Unadilla city, Georgia",3064,0,0,0,0,0,0,0,0,13,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,4.569190600522194,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1379164,"Vernonburg town, Georgia",133,3,0,0,0,0,0,0,3,60,6,14,14,14,14,14,14,6,0,0,Pass,3,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,466.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,105.26315789473684,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1379416,"Vidette city, Georgia",181,0,0,0,0,0,0,0,0,116,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,77.34806629834254,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1380368,"Waresboro CDP, Georgia",108,0,0,0,0,0,0,0,0,94,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,129.62962962962962,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1380648,"Warthen CDP, Georgia",78,2,0,0,0,0,0,0,2,47,4,14,14,14,14,14,14,4,0,0,Pass,2,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,179.4871794871795,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1380816,"Waverly CDP, Georgia",106,0,0,0,0,0,0,0,0,95,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,132.0754716981132,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1381012,"Waynesville CDP, Georgia",906,109,0,0,0,0,0,0,109,505,118,14,14,14,14,14,14,118,0,0,Pass,109,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,12.844036697247708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.844036697247708,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,15.45253863134658,Unavailable MOE or zero percentage,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Unavailable MOE or zero percentage,464
1381208,"Wenona CDP, Georgia",286,0,0,0,0,0,0,0,0,173,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,48.951048951048946,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1381488,"West Brow CDP, Georgia",1044,0,0,0,0,0,0,0,0,367,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,13.409961685823754,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1382412,"Whigham city, Georgia",449,0,0,0,0,0,0,0,0,195,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,31.180400890868597,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1382468,"White city, Georgia",953,56,0,0,0,0,0,0,56,437,48,14,14,14,14,14,14,48,0,0,Pass,56,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,14.690451206715633,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1383084,"Williamson city, Georgia",681,3,0,0,0,0,0,0,3,185,5,14,14,14,14,14,14,5,0,0,Pass,3,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,466.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,20.558002936857562,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1383168,"Wilmington Island CDP, Georgia",13905,21,0,0,0,0,0,0,21,1138,40,23,23,23,23,23,23,40,0,0,Pass,21,0,Pass,0,NA,TRUE,NA,NA,NA,0,23,109.52380952380953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,1.6540812657317514,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1383952,"Woodland city, Georgia",272,1,0,0,0,0,0,0,1,125,4,14,14,14,14,14,14,4,0,0,Pass,1,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,51.470588235294116,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1384176,"Woodstock city, Georgia",37381,288,0,0,0,0,0,0,288,42,133,30,30,30,30,30,30,133,0,0,Pass,288,0,Pass,0,NA,TRUE,NA,NA,NA,0,30,10.416666666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.416666666666668,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,0.8025467483480914,Unavailable MOE or zero percentage,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Unavailable MOE or zero percentage,464
1384260,"Woodville city, Georgia",241,1,0,0,0,0,0,0,1,161,3,14,14,14,14,14,14,3,0,0,Pass,1,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,58.09128630705394,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1384288,"Woolsey town, Georgia",235,0,0,0,0,0,0,0,0,95,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,59.57446808510639,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
